序号,土地用途分区代码,土地用途分区名称
77235,20,一般农地区
77236,20,一般农地区
77237,20,一般农地区
77238,20,一般农地区
77239,20,一般农地区
77240,20,一般农地区
77241,20,一般农地区
77242,20,一般农地区
77243,20,一般农地区
77244,20,一般农地区
77245,20,一般农地区
77246,20,一般农地区
77247,20,一般农地区
77248,20,一般农地区
77249,20,一般农地区
77250,20,一般农地区
77251,20,一般农地区
77252,20,一般农地区
77253,20,一般农地区
77254,20,一般农地区
77255,20,一般农地区
77256,20,一般农地区
77257,20,一般农地区
77258,20,一般农地区
77259,20,一般农地区
77260,20,一般农地区
77261,20,一般农地区
77262,20,一般农地区
77263,20,一般农地区
77264,20,一般农地区
77265,20,一般农地区
77266,20,一般农地区
77267,20,一般农地区
77268,20,一般农地区
77269,20,一般农地区
77270,20,一般农地区
77271,20,一般农地区
77272,20,一般农地区
77273,20,一般农地区
77274,20,一般农地区
77275,20,一般农地区
77276,20,一般农地区
77277,20,一般农地区
77278,20,一般农地区
77279,20,一般农地区
77280,20,一般农地区
77281,20,一般农地区
77282,20,一般农地区
77283,209,其他建设用地
77284,209,其他建设用地
77285,209,其他建设用地
77286,209,其他建设用地
77287,209,其他建设用地
77288,209,其他建设用地
77289,209,其他建设用地
77290,209,其他建设用地
77291,209,其他建设用地
77292,209,其他建设用地
77293,209,其他建设用地
77294,209,其他建设用地
77295,209,其他建设用地
77296,209,其他建设用地
77297,209,其他建设用地
77298,209,其他建设用地
77299,209,其他建设用地
77300,209,其他建设用地
77301,209,其他建设用地
77302,209,其他建设用地
77303,209,其他建设用地
77304,209,其他建设用地
77305,209,其他建设用地
77306,209,其他建设用地
77307,209,其他建设用地
77308,209,其他建设用地
77309,209,其他建设用地
77310,209,其他建设用地
77311,209,其他建设用地
77312,209,其他建设用地
77313,209,其他建设用地
77314,209,其他建设用地
77315,209,其他建设用地
77316,209,其他建设用地
77317,209,其他建设用地
77318,209,其他建设用地
77319,209,其他建设用地
77320,209,其他建设用地
77321,209,其他建设用地
77322,209,其他建设用地
77323,209,其他建设用地
77324,209,其他建设用地
77325,209,其他建设用地
77326,209,其他建设用地
77327,209,其他建设用地
77328,209,其他建设用地
77329,209,其他建设用地
77330,209,其他建设用地
77331,209,其他建设用地
77332,209,其他建设用地
77333,209,其他建设用地
77334,209,其他建设用地
77335,209,其他建设用地
77336,209,其他建设用地
77337,209,其他建设用地
77338,209,其他建设用地
77339,209,其他建设用地
77340,31,城镇建设用地区
77341,31,城镇建设用地区
77342,31,城镇建设用地区
77343,31,城镇建设用地区
77344,31,城镇建设用地区
77345,31,城镇建设用地区
77346,31,城镇建设用地区
77347,31,城镇建设用地区
77348,31,城镇建设用地区
77349,31,城镇建设用地区
77350,31,城镇建设用地区
77351,31,城镇建设用地区
77352,31,城镇建设用地区
77353,31,城镇建设用地区
77354,31,城镇建设用地区
77355,31,城镇建设用地区
77356,31,城镇建设用地区
77357,31,城镇建设用地区
77358,31,城镇建设用地区
77359,31,城镇建设用地区
77360,31,城镇建设用地区
77361,31,城镇建设用地区
77362,31,城镇建设用地区
77363,31,城镇建设用地区
77364,31,城镇建设用地区
77365,31,城镇建设用地区
77366,31,城镇建设用地区
77367,31,城镇建设用地区
77368,31,城镇建设用地区
77369,31,城镇建设用地区
77370,31,城镇建设用地区
77371,31,城镇建设用地区
77372,31,城镇建设用地区
77373,31,城镇建设用地区
77374,31,城镇建设用地区
77375,31,城镇建设用地区
77376,31,城镇建设用地区
77377,31,城镇建设用地区
77378,31,城镇建设用地区
77379,31,城镇建设用地区
77380,31,城镇建设用地区
77381,31,城镇建设用地区
77382,31,城镇建设用地区
77383,31,城镇建设用地区
77384,31,城镇建设用地区
77385,31,城镇建设用地区
77386,31,城镇建设用地区
77387,31,城镇建设用地区
77388,31,城镇建设用地区
77389,10,基本农田保护区
77390,10,基本农田保护区
77391,10,基本农田保护区
77392,10,基本农田保护区
77393,10,基本农田保护区
77394,10,基本农田保护区
77395,10,基本农田保护区
77396,10,基本农田保护区
77397,10,基本农田保护区
77398,10,基本农田保护区
77399,10,基本农田保护区
77400,10,基本农田保护区
77401,10,基本农田保护区
77402,10,基本农田保护区
77403,10,基本农田保护区
77404,10,基本农田保护区
77405,10,基本农田保护区
77406,10,基本农田保护区
77407,10,基本农田保护区
77408,10,基本农田保护区
77409,10,基本农田保护区
77410,10,基本农田保护区
77411,10,基本农田保护区
77412,10,基本农田保护区
77413,10,基本农田保护区
77414,10,基本农田保护区
77415,32,村镇建设用地区
77416,32,村镇建设用地区
77417,32,村镇建设用地区
77418,32,村镇建设用地区
77419,32,村镇建设用地区
77420,32,村镇建设用地区
77421,32,村镇建设用地区
77422,32,村镇建设用地区
77423,32,村镇建设用地区
77424,32,村镇建设用地区
77425,32,村镇建设用地区
77426,32,村镇建设用地区
77427,32,村镇建设用地区
77428,32,村镇建设用地区
77429,32,村镇建设用地区
77430,32,村镇建设用地区
77431,32,村镇建设用地区
77432,32,村镇建设用地区
77433,32,村镇建设用地区
77434,32,村镇建设用地区
77435,32,村镇建设用地区
77436,32,村镇建设用地区
77437,32,村镇建设用地区
77438,32,村镇建设用地区
77439,32,村镇建设用地区
77440,32,村镇建设用地区
77441,32,村镇建设用地区
77442,32,村镇建设用地区
77443,32,村镇建设用地区
77444,32,村镇建设用地区
77445,32,村镇建设用地区
77446,32,村镇建设用地区
77447,32,村镇建设用地区
77448,32,村镇建设用地区
77449,32,村镇建设用地区
77450,32,村镇建设用地区
77451,32,村镇建设用地区
77452,32,村镇建设用地区
77453,32,村镇建设用地区
77454,32,村镇建设用地区
77455,32,村镇建设用地区
77456,32,村镇建设用地区
77457,32,村镇建设用地区
77458,32,村镇建设用地区
77459,32,村镇建设用地区
77460,32,村镇建设用地区
77461,32,村镇建设用地区
77462,32,村镇建设用地区
77463,32,村镇建设用地区
77464,32,村镇建设用地区
77465,32,村镇建设用地区
77466,32,村镇建设用地区
77467,32,村镇建设用地区
77468,32,村镇建设用地区
77469,32,村镇建设用地区
77470,32,村镇建设用地区
77471,32,村镇建设用地区
77472,32,村镇建设用地区
77473,32,村镇建设用地区
77474,32,村镇建设用地区
77475,32,村镇建设用地区
77476,32,村镇建设用地区
77477,32,村镇建设用地区
77478,32,村镇建设用地区
77479,32,村镇建设用地区
77480,32,村镇建设用地区
77481,32,村镇建设用地区
77482,32,村镇建设用地区
77483,32,村镇建设用地区
77484,32,村镇建设用地区
77485,32,村镇建设用地区
77486,32,村镇建设用地区
77487,32,村镇建设用地区
77488,32,村镇建设用地区
77489,32,村镇建设用地区
77490,32,村镇建设用地区
77491,32,村镇建设用地区
77492,32,村镇建设用地区
77493,32,村镇建设用地区
77494,32,村镇建设用地区
77495,32,村镇建设用地区
77496,32,村镇建设用地区
77497,32,村镇建设用地区
77498,32,村镇建设用地区
77499,32,村镇建设用地区
77500,32,村镇建设用地区
77501,32,村镇建设用地区
77502,32,村镇建设用地区
77503,32,村镇建设用地区
77504,32,村镇建设用地区
77505,32,村镇建设用地区
77506,32,村镇建设用地区
77507,32,村镇建设用地区
77508,32,村镇建设用地区
77509,32,村镇建设用地区
77510,32,村镇建设用地区
77511,32,村镇建设用地区
77512,32,村镇建设用地区
77513,32,村镇建设用地区
77514,32,村镇建设用地区
77515,32,村镇建设用地区
77516,32,村镇建设用地区
77517,32,村镇建设用地区
77518,32,村镇建设用地区
77519,32,村镇建设用地区
77520,32,村镇建设用地区
77521,32,村镇建设用地区
77522,32,村镇建设用地区
77523,32,村镇建设用地区
77524,32,村镇建设用地区
77525,32,村镇建设用地区
77526,32,村镇建设用地区
77527,32,村镇建设用地区
77528,32,村镇建设用地区
77529,32,村镇建设用地区
77530,32,村镇建设用地区
77531,32,村镇建设用地区
77532,32,村镇建设用地区
77533,32,村镇建设用地区
77534,32,村镇建设用地区
77535,32,村镇建设用地区
77536,32,村镇建设用地区
77537,32,村镇建设用地区
77538,32,村镇建设用地区
77539,32,村镇建设用地区
77540,32,村镇建设用地区
77541,32,村镇建设用地区
77542,32,村镇建设用地区
77543,32,村镇建设用地区
77544,32,村镇建设用地区
77545,32,村镇建设用地区
77546,32,村镇建设用地区
77547,32,村镇建设用地区
77548,32,村镇建设用地区
77549,32,村镇建设用地区
77550,32,村镇建设用地区
77551,32,村镇建设用地区
77552,32,村镇建设用地区
77553,32,村镇建设用地区
77554,32,村镇建设用地区
77555,32,村镇建设用地区
77556,32,村镇建设用地区
77557,32,村镇建设用地区
77558,32,村镇建设用地区
77559,32,村镇建设用地区
77560,32,村镇建设用地区
77561,32,村镇建设用地区
77562,32,村镇建设用地区
77563,32,村镇建设用地区
77564,32,村镇建设用地区
77565,32,村镇建设用地区
77566,32,村镇建设用地区
77567,32,村镇建设用地区
77568,32,村镇建设用地区
77569,32,村镇建设用地区
77570,32,村镇建设用地区
77571,32,村镇建设用地区
77572,32,村镇建设用地区
77573,32,村镇建设用地区
77574,32,村镇建设用地区
77575,32,村镇建设用地区
77576,32,村镇建设用地区
77577,32,村镇建设用地区
77578,32,村镇建设用地区
77579,32,村镇建设用地区
77580,32,村镇建设用地区
77581,32,村镇建设用地区
77582,32,村镇建设用地区
77583,32,村镇建设用地区
77584,32,村镇建设用地区
77585,32,村镇建设用地区
77586,32,村镇建设用地区
77587,32,村镇建设用地区
77588,32,村镇建设用地区
77589,32,村镇建设用地区
77590,32,村镇建设用地区
77591,32,村镇建设用地区
77592,32,村镇建设用地区
77593,32,村镇建设用地区
77594,32,村镇建设用地区
77595,32,村镇建设用地区
77596,32,村镇建设用地区
77597,32,村镇建设用地区
77598,32,村镇建设用地区
77599,32,村镇建设用地区
77600,32,村镇建设用地区
77601,32,村镇建设用地区
77602,32,村镇建设用地区
77603,32,村镇建设用地区
77604,32,村镇建设用地区
77605,32,村镇建设用地区
77606,32,村镇建设用地区
77607,32,村镇建设用地区
77608,32,村镇建设用地区
77609,32,村镇建设用地区
77610,32,村镇建设用地区
77611,32,村镇建设用地区
77612,32,村镇建设用地区
77613,32,村镇建设用地区
77614,32,村镇建设用地区
77615,32,村镇建设用地区
77616,32,村镇建设用地区
77617,32,村镇建设用地区
77618,32,村镇建设用地区
77619,32,村镇建设用地区
77620,32,村镇建设用地区
77621,32,村镇建设用地区
77622,32,村镇建设用地区
77623,32,村镇建设用地区
77624,32,村镇建设用地区
77625,32,村镇建设用地区
77626,32,村镇建设用地区
77627,32,村镇建设用地区
77628,32,村镇建设用地区
77629,32,村镇建设用地区
77630,32,村镇建设用地区
77631,32,村镇建设用地区
77632,32,村镇建设用地区
77633,32,村镇建设用地区
77634,32,村镇建设用地区
77635,32,村镇建设用地区
77636,32,村镇建设用地区
77637,32,村镇建设用地区
77638,32,村镇建设用地区
77639,32,村镇建设用地区
77640,32,村镇建设用地区
77641,32,村镇建设用地区
77642,32,村镇建设用地区
77643,32,村镇建设用地区
77644,32,村镇建设用地区
77645,32,村镇建设用地区
77646,32,村镇建设用地区
77647,32,村镇建设用地区
77648,32,村镇建设用地区
77649,32,村镇建设用地区
77650,32,村镇建设用地区
77651,32,村镇建设用地区
77652,32,村镇建设用地区
77653,32,村镇建设用地区
77654,32,村镇建设用地区
77655,32,村镇建设用地区
77656,32,村镇建设用地区
77657,32,村镇建设用地区
77658,32,村镇建设用地区
77659,32,村镇建设用地区
77660,32,村镇建设用地区
77661,32,村镇建设用地区
77662,32,村镇建设用地区
77663,32,村镇建设用地区
77664,32,村镇建设用地区
77665,32,村镇建设用地区
77666,32,村镇建设用地区
77667,32,村镇建设用地区
77668,32,村镇建设用地区
77669,32,村镇建设用地区
77670,32,村镇建设用地区
77671,32,村镇建设用地区
77672,32,村镇建设用地区
77673,32,村镇建设用地区
77674,32,村镇建设用地区
77675,32,村镇建设用地区
77676,32,村镇建设用地区
77677,32,村镇建设用地区
77678,32,村镇建设用地区
77679,32,村镇建设用地区
77680,32,村镇建设用地区
77681,32,村镇建设用地区
77682,32,村镇建设用地区
77683,32,村镇建设用地区
77684,32,村镇建设用地区
77685,32,村镇建设用地区
77686,32,村镇建设用地区
77687,32,村镇建设用地区
77688,32,村镇建设用地区
77689,32,村镇建设用地区
77690,32,村镇建设用地区
77691,32,村镇建设用地区
77692,32,村镇建设用地区
77693,32,村镇建设用地区
77694,32,村镇建设用地区
77695,32,村镇建设用地区
77696,32,村镇建设用地区
77697,32,村镇建设用地区
77698,32,村镇建设用地区
77699,32,村镇建设用地区
77700,32,村镇建设用地区
77701,32,村镇建设用地区
77702,32,村镇建设用地区
77703,32,村镇建设用地区
77704,32,村镇建设用地区
77705,32,村镇建设用地区
77706,32,村镇建设用地区
77707,32,村镇建设用地区
77708,32,村镇建设用地区
77709,32,村镇建设用地区
77710,32,村镇建设用地区
77711,32,村镇建设用地区
77712,32,村镇建设用地区
77713,32,村镇建设用地区
77714,32,村镇建设用地区
77715,32,村镇建设用地区
77716,32,村镇建设用地区
77717,32,村镇建设用地区
77718,32,村镇建设用地区
77719,32,村镇建设用地区
77720,32,村镇建设用地区
77721,32,村镇建设用地区
77722,32,村镇建设用地区
77723,32,村镇建设用地区
77724,32,村镇建设用地区
77725,32,村镇建设用地区
77726,32,村镇建设用地区
77727,32,村镇建设用地区
77728,32,村镇建设用地区
77729,32,村镇建设用地区
77730,32,村镇建设用地区
77731,32,村镇建设用地区
77732,32,村镇建设用地区
77733,32,村镇建设用地区
77734,32,村镇建设用地区
77735,32,村镇建设用地区
77736,32,村镇建设用地区
77737,32,村镇建设用地区
77738,32,村镇建设用地区
77739,32,村镇建设用地区
77740,32,村镇建设用地区
77741,32,村镇建设用地区
77742,32,村镇建设用地区
77743,32,村镇建设用地区
77744,32,村镇建设用地区
77745,40,独立工矿区
77746,40,独立工矿区
77747,40,独立工矿区
77748,40,独立工矿区
77749,40,独立工矿区
77750,40,独立工矿区
77751,40,独立工矿区
77752,40,独立工矿区
77753,40,独立工矿区
77754,40,独立工矿区
77755,40,独立工矿区
77756,40,独立工矿区
77757,40,独立工矿区
77758,40,独立工矿区
77759,40,独立工矿区
77760,40,独立工矿区
77761,40,独立工矿区
77762,40,独立工矿区
77763,40,独立工矿区
77764,40,独立工矿区
77765,40,独立工矿区
77766,40,独立工矿区
77767,40,独立工矿区
77768,40,独立工矿区
77769,40,独立工矿区
77770,40,独立工矿区
77771,40,独立工矿区
77772,40,独立工矿区
77773,40,独立工矿区
77774,40,独立工矿区
77775,40,独立工矿区
77776,40,独立工矿区
77777,40,独立工矿区
77778,40,独立工矿区
77779,40,独立工矿区
77780,40,独立工矿区
77781,40,独立工矿区
77782,40,独立工矿区
77783,40,独立工矿区
77784,40,独立工矿区
77785,40,独立工矿区
77786,40,独立工矿区
77787,40,独立工矿区
77788,40,独立工矿区
77789,40,独立工矿区
77790,40,独立工矿区
77791,40,独立工矿区
77792,40,独立工矿区
77793,40,独立工矿区
77794,40,独立工矿区
77795,40,独立工矿区
77796,40,独立工矿区
77797,40,独立工矿区
77798,40,独立工矿区
77799,40,独立工矿区
77800,40,独立工矿区
77801,40,独立工矿区
77802,40,独立工矿区
77803,40,独立工矿区
77804,40,独立工矿区
77805,40,独立工矿区
77806,40,独立工矿区
77807,40,独立工矿区
77808,40,独立工矿区
77809,40,独立工矿区
77810,40,独立工矿区
77811,40,独立工矿区
77812,40,独立工矿区
77813,40,独立工矿区
77814,40,独立工矿区
77815,40,独立工矿区
77816,40,独立工矿区
77817,40,独立工矿区
77818,40,独立工矿区
77819,40,独立工矿区
77820,40,独立工矿区
77821,40,独立工矿区
77822,201,现状公路
77823,201,现状公路
77824,201,现状公路
77825,201,现状公路
77826,201,现状公路
77827,201,现状公路
77828,201,现状公路
77829,201,现状公路
77830,201,现状公路
77831,201,现状公路
77832,201,现状公路
77833,201,现状公路
77834,201,现状公路
77835,201,现状公路
77836,201,现状公路
77837,201,现状公路
77838,201,现状公路
77839,201,现状公路
77840,201,现状公路
77841,205,现状河流水系
77842,205,现状河流水系
77843,205,现状河流水系
77844,205,现状河流水系
77845,205,现状河流水系
77846,205,现状河流水系
77847,205,现状河流水系
77848,203,现状铁路
77849,203,现状铁路
77850,203,现状铁路
77851,60,生态环境安全控制区
77852,60,生态环境安全控制区
77853,60,生态环境安全控制区
77854,60,生态环境安全控制区
77855,60,生态环境安全控制区
77856,60,生态环境安全控制区
77857,60,生态环境安全控制区
77858,60,生态环境安全控制区
77859,60,生态环境安全控制区
77860,60,生态环境安全控制区
77861,60,生态环境安全控制区
77862,60,生态环境安全控制区
77863,60,生态环境安全控制区
77864,60,生态环境安全控制区
77865,60,生态环境安全控制区
77866,60,生态环境安全控制区
77867,60,生态环境安全控制区
77868,208,自然保留地
77869,208,自然保留地
77870,208,自然保留地
77871,208,自然保留地
77872,208,自然保留地
77873,202,规划公路
77874,202,规划公路
77875,202,规划公路
77876,202,规划公路
77877,202,规划公路
77878,202,规划公路
77879,202,规划公路
77880,202,规划公路
77881,202,规划公路
77882,202,规划公路
77883,202,规划公路
77884,202,规划公路
77885,202,规划公路
77886,202,规划公路
77887,202,规划公路
77888,202,规划公路
77889,202,规划公路
77890,202,规划公路
77891,202,规划公路
77892,202,规划公路
77893,202,规划公路
77894,202,规划公路
77895,202,规划公路
77896,202,规划公路
77897,202,规划公路
77898,202,规划公路
77899,202,规划公路
77900,202,规划公路
77901,202,规划公路
77902,202,规划公路
77903,202,规划公路
77904,202,规划公路
77905,202,规划公路
77906,202,规划公路
77907,202,规划公路
77908,202,规划公路
77909,202,规划公路
77910,202,规划公路
77911,202,规划公路
77912,202,规划公路
77913,202,规划公路
77914,202,规划公路
77915,202,规划公路
77916,202,规划公路
77917,202,规划公路
77918,202,规划公路
77919,202,规划公路
77920,202,规划公路
77921,202,规划公路
77922,202,规划公路
77923,202,规划公路
77924,202,规划公路
77925,202,规划公路
77926,202,规划公路
77927,202,规划公路
77928,202,规划公路
77929,202,规划公路
77930,202,规划公路
77931,202,规划公路
77932,202,规划公路
77933,202,规划公路
77934,202,规划公路
77935,202,规划公路
77936,202,规划公路
77937,202,规划公路
77938,202,规划公路
77939,202,规划公路
77940,202,规划公路
77941,202,规划公路
77942,202,规划公路
77943,202,规划公路
77944,202,规划公路
77945,202,规划公路
77946,202,规划公路
77947,202,规划公路
77948,202,规划公路
77949,202,规划公路
77950,202,规划公路
78079,20,一般农地区
78080,20,一般农地区
78081,20,一般农地区
78082,20,一般农地区
78083,20,一般农地区
78084,20,一般农地区
78085,20,一般农地区
78086,20,一般农地区
78087,20,一般农地区
78088,20,一般农地区
78089,20,一般农地区
78090,20,一般农地区
78091,20,一般农地区
78092,20,一般农地区
78093,20,一般农地区
78094,20,一般农地区
78095,20,一般农地区
78096,20,一般农地区
78097,20,一般农地区
78098,20,一般农地区
78099,20,一般农地区
78100,20,一般农地区
78101,20,一般农地区
78102,20,一般农地区
78103,20,一般农地区
78104,20,一般农地区
78105,20,一般农地区
78106,20,一般农地区
78107,20,一般农地区
78108,20,一般农地区
78109,20,一般农地区
78110,20,一般农地区
78111,20,一般农地区
78112,20,一般农地区
78113,20,一般农地区
78114,20,一般农地区
78115,20,一般农地区
78116,20,一般农地区
78117,20,一般农地区
78118,20,一般农地区
78119,20,一般农地区
78120,20,一般农地区
78121,20,一般农地区
78122,20,一般农地区
78123,20,一般农地区
78124,20,一般农地区
78125,20,一般农地区
78126,20,一般农地区
78127,20,一般农地区
78128,20,一般农地区
78129,20,一般农地区
78130,20,一般农地区
78131,20,一般农地区
78132,20,一般农地区
78133,20,一般农地区
78134,20,一般农地区
78135,20,一般农地区
78136,20,一般农地区
78137,20,一般农地区
78138,20,一般农地区
78139,20,一般农地区
78140,20,一般农地区
78141,20,一般农地区
78142,20,一般农地区
77951,206,规划河流水系
77952,206,规划河流水系
77953,206,规划河流水系
77954,206,规划河流水系
77955,206,规划河流水系
77956,206,规划河流水系
77957,206,规划河流水系
77958,206,规划河流水系
77959,206,规划河流水系
77960,206,规划河流水系
77961,206,规划河流水系
77962,206,规划河流水系
77963,206,规划河流水系
77964,206,规划河流水系
77965,206,规划河流水系
77966,206,规划河流水系
77967,206,规划河流水系
77968,206,规划河流水系
77969,206,规划河流水系
77970,206,规划河流水系
77971,206,规划河流水系
77972,206,规划河流水系
77973,206,规划河流水系
77974,204,规划铁路
77975,204,规划铁路
77976,204,规划铁路
77977,20,一般农地区
77978,20,一般农地区
77979,20,一般农地区
77980,20,一般农地区
77981,20,一般农地区
77982,20,一般农地区
77983,20,一般农地区
77984,20,一般农地区
77985,20,一般农地区
77986,20,一般农地区
77987,20,一般农地区
77988,20,一般农地区
77989,20,一般农地区
77990,20,一般农地区
77991,20,一般农地区
77992,20,一般农地区
77993,20,一般农地区
77994,20,一般农地区
77995,20,一般农地区
77996,20,一般农地区
77997,20,一般农地区
77998,20,一般农地区
77999,20,一般农地区
78000,20,一般农地区
78001,20,一般农地区
78002,20,一般农地区
78003,20,一般农地区
78004,20,一般农地区
78005,20,一般农地区
78006,20,一般农地区
78007,20,一般农地区
78008,20,一般农地区
78009,20,一般农地区
78010,20,一般农地区
78011,20,一般农地区
78012,20,一般农地区
78013,20,一般农地区
78014,20,一般农地区
78015,20,一般农地区
78016,20,一般农地区
78017,20,一般农地区
78018,20,一般农地区
78019,20,一般农地区
78020,20,一般农地区
78021,20,一般农地区
78022,20,一般农地区
78023,20,一般农地区
78024,20,一般农地区
78025,20,一般农地区
78026,20,一般农地区
78027,20,一般农地区
78028,20,一般农地区
78029,20,一般农地区
78030,20,一般农地区
78031,20,一般农地区
78032,20,一般农地区
78033,20,一般农地区
78034,20,一般农地区
78035,20,一般农地区
78036,20,一般农地区
78037,20,一般农地区
78038,20,一般农地区
78039,20,一般农地区
78040,20,一般农地区
78041,20,一般农地区
78042,20,一般农地区
78043,20,一般农地区
78044,20,一般农地区
78045,20,一般农地区
78046,20,一般农地区
78047,20,一般农地区
78048,20,一般农地区
78049,20,一般农地区
78050,20,一般农地区
78051,20,一般农地区
78052,20,一般农地区
78053,20,一般农地区
78054,20,一般农地区
78055,20,一般农地区
78056,20,一般农地区
78057,20,一般农地区
78058,20,一般农地区
78059,20,一般农地区
78060,20,一般农地区
78061,20,一般农地区
78062,20,一般农地区
78063,20,一般农地区
78064,20,一般农地区
78065,20,一般农地区
78066,20,一般农地区
78067,20,一般农地区
78068,20,一般农地区
78069,20,一般农地区
78070,20,一般农地区
78071,20,一般农地区
78072,20,一般农地区
78073,20,一般农地区
78074,20,一般农地区
78075,20,一般农地区
78076,20,一般农地区
78077,20,一般农地区
78078,20,一般农地区
78143,20,一般农地区
78144,20,一般农地区
78145,20,一般农地区
78146,20,一般农地区
78147,20,一般农地区
78148,20,一般农地区
78149,20,一般农地区
78150,20,一般农地区
78151,20,一般农地区
78152,20,一般农地区
78153,20,一般农地区
78154,20,一般农地区
78155,20,一般农地区
78156,20,一般农地区
78157,20,一般农地区
78158,20,一般农地区
78159,20,一般农地区
78160,20,一般农地区
78161,209,其他建设用地
78162,209,其他建设用地
78163,209,其他建设用地
78164,209,其他建设用地
78165,209,其他建设用地
78166,209,其他建设用地
78167,209,其他建设用地
78168,209,其他建设用地
78169,209,其他建设用地
78170,209,其他建设用地
78171,209,其他建设用地
78172,209,其他建设用地
78173,209,其他建设用地
78174,209,其他建设用地
78175,209,其他建设用地
78176,209,其他建设用地
78177,209,其他建设用地
78178,209,其他建设用地
78179,209,其他建设用地
78180,209,其他建设用地
78181,209,其他建设用地
78182,209,其他建设用地
78183,209,其他建设用地
78184,209,其他建设用地
78185,209,其他建设用地
78186,209,其他建设用地
78187,209,其他建设用地
78188,209,其他建设用地
78189,209,其他建设用地
78190,209,其他建设用地
78191,209,其他建设用地
78192,209,其他建设用地
78193,209,其他建设用地
78194,209,其他建设用地
78195,209,其他建设用地
78196,209,其他建设用地
78197,209,其他建设用地
78198,209,其他建设用地
78199,209,其他建设用地
78200,209,其他建设用地
78201,209,其他建设用地
78202,209,其他建设用地
78203,209,其他建设用地
78204,209,其他建设用地
78205,209,其他建设用地
78206,209,其他建设用地
78207,209,其他建设用地
78208,209,其他建设用地
78209,209,其他建设用地
78210,209,其他建设用地
78211,209,其他建设用地
78212,209,其他建设用地
78213,209,其他建设用地
78214,209,其他建设用地
78215,209,其他建设用地
78216,209,其他建设用地
78217,209,其他建设用地
78218,209,其他建设用地
78219,31,城镇建设用地区
78220,31,城镇建设用地区
78221,31,城镇建设用地区
78222,31,城镇建设用地区
78223,31,城镇建设用地区
78224,31,城镇建设用地区
78225,31,城镇建设用地区
78226,31,城镇建设用地区
78227,31,城镇建设用地区
78228,31,城镇建设用地区
78229,31,城镇建设用地区
78230,31,城镇建设用地区
78231,31,城镇建设用地区
78232,31,城镇建设用地区
78233,31,城镇建设用地区
78234,31,城镇建设用地区
78235,10,基本农田保护区
78236,10,基本农田保护区
78237,10,基本农田保护区
78238,10,基本农田保护区
78239,10,基本农田保护区
78240,10,基本农田保护区
78241,10,基本农田保护区
78242,10,基本农田保护区
78243,10,基本农田保护区
78244,10,基本农田保护区
78245,10,基本农田保护区
78246,10,基本农田保护区
78247,10,基本农田保护区
78248,10,基本农田保护区
78249,10,基本农田保护区
78250,10,基本农田保护区
78251,10,基本农田保护区
78252,10,基本农田保护区
78253,10,基本农田保护区
78254,10,基本农田保护区
78255,10,基本农田保护区
78256,10,基本农田保护区
78257,10,基本农田保护区
78258,10,基本农田保护区
78259,10,基本农田保护区
78260,10,基本农田保护区
78261,10,基本农田保护区
78262,10,基本农田保护区
78263,10,基本农田保护区
78264,10,基本农田保护区
78265,10,基本农田保护区
78266,10,基本农田保护区
78267,10,基本农田保护区
78268,10,基本农田保护区
78269,10,基本农田保护区
78270,10,基本农田保护区
78271,10,基本农田保护区
78272,10,基本农田保护区
78273,10,基本农田保护区
78274,10,基本农田保护区
78275,10,基本农田保护区
78276,10,基本农田保护区
78277,10,基本农田保护区
78278,10,基本农田保护区
78279,10,基本农田保护区
78280,10,基本农田保护区
78281,10,基本农田保护区
78282,10,基本农田保护区
78283,10,基本农田保护区
78284,10,基本农田保护区
78285,10,基本农田保护区
78286,10,基本农田保护区
78287,10,基本农田保护区
78288,10,基本农田保护区
78289,10,基本农田保护区
78290,10,基本农田保护区
78291,10,基本农田保护区
78292,10,基本农田保护区
78293,10,基本农田保护区
78294,10,基本农田保护区
78295,10,基本农田保护区
78296,10,基本农田保护区
78297,10,基本农田保护区
78298,10,基本农田保护区
78299,10,基本农田保护区
78300,10,基本农田保护区
78301,10,基本农田保护区
78302,10,基本农田保护区
78303,10,基本农田保护区
78304,10,基本农田保护区
78305,10,基本农田保护区
78306,10,基本农田保护区
78307,10,基本农田保护区
78308,10,基本农田保护区
78309,10,基本农田保护区
78310,10,基本农田保护区
78311,10,基本农田保护区
78312,10,基本农田保护区
78313,10,基本农田保护区
78314,10,基本农田保护区
78315,10,基本农田保护区
78316,10,基本农田保护区
78317,10,基本农田保护区
78318,10,基本农田保护区
78319,10,基本农田保护区
78320,10,基本农田保护区
78321,10,基本农田保护区
78322,10,基本农田保护区
78323,10,基本农田保护区
78324,10,基本农田保护区
78325,10,基本农田保护区
78326,10,基本农田保护区
78327,10,基本农田保护区
78328,10,基本农田保护区
78329,10,基本农田保护区
78330,10,基本农田保护区
78331,10,基本农田保护区
78332,10,基本农田保护区
78333,10,基本农田保护区
78334,10,基本农田保护区
78335,10,基本农田保护区
78336,10,基本农田保护区
78337,32,村镇建设用地区
78338,32,村镇建设用地区
78339,32,村镇建设用地区
78340,32,村镇建设用地区
78341,32,村镇建设用地区
78342,32,村镇建设用地区
78343,32,村镇建设用地区
78344,32,村镇建设用地区
78345,32,村镇建设用地区
78346,32,村镇建设用地区
78347,32,村镇建设用地区
78348,32,村镇建设用地区
78349,32,村镇建设用地区
78350,32,村镇建设用地区
78351,32,村镇建设用地区
